local code,text,table_name,parent_varname,local code system,code,display,code system,comment
Other neurologic condition(s),Abnormality of the nervous system,condition,HPO Code,condition_description,0000707,Abnormality of the nervous system,http://purl.obolibrary.org/obo/hp.owl,
Other neurologic condition(s),nervous system disorder,condition,MONDO Code,condition_description,0005071,nervous system disorder,http://purl.obolibrary.org/obo/mondo.owl,
Ptosis (droopy eyelid),Ptosis,condition,HPO Code,condition_description,0000508,Ptosis,http://purl.obolibrary.org/obo/hp.owl,
Ptosis (droopy eyelid),ptosis,condition,MONDO Code,condition_description,0000728,ptosis,http://purl.obolibrary.org/obo/mondo.owl,
"Other metabolic, hormonal, or autoimmune condition(s) diagnosed",Phenotypic abnormality,condition,HPO Code,condition_description,0000118,Phenotypic abnormality,http://purl.obolibrary.org/obo/hp.owl,
"Other metabolic, hormonal, or autoimmune condition(s) diagnosed",disease or disorder,condition,MONDO Code,condition_description,0000001,disease,http://purl.obolibrary.org/obo/mondo.owl,
Swallowing disorder (required a gastrostomy tube or nasogastric tube for more than 1 month),Dysphagia,condition,HPO Code,condition_description,0002015,Dysphagia,http://purl.obolibrary.org/obo/hp.owl,
Brain malformation,Abnormality of brain morphology,condition,HPO Code,condition_description,0012443,Abnormality of brain morphology,http://purl.obolibrary.org/obo/hp.owl,
Brain malformation,cerebral malformation,condition,MONDO Code,condition_description,0016054,cerebral malformation,http://purl.obolibrary.org/obo/mondo.owl,
Other treatment(s) for hearing loss,hearing therapy,condition,MAXO Code,condition_description,0009029,hearing therapy,http://purl.obolibrary.org/obo/maxo.owl,
"Diagnosed with any of the following: leukemia, TMD, or leukemoid reaction",Leukemia,condition,HPO Code,condition_description,0001909,Leukemia,http://purl.obolibrary.org/obo/hp.owl,
"Diagnosed with any of the following: leukemia, TMD, or leukemoid reaction",leukemia,condition,MONDO Code,condition_description,0005059,leukemia,http://purl.obolibrary.org/obo/mondo.owl,
Depth perception problems,Abnormality of binocular vision,condition,HPO Code,condition_description,0011514,Abnormality of binocular vision,http://purl.obolibrary.org/obo/hp.owl,
Mixed hearing loss,Mixed hearing impairment,condition,HPO Code,condition_description,0000410,Mixed hearing impairment,http://purl.obolibrary.org/obo/hp.owl,
Mixed hearing loss,"hearing loss, mixed conductive-sensorineural",condition,MONDO Code,condition_description,0044001,"hearing loss, mixed conductive-sensorineural",http://purl.obolibrary.org/obo/mondo.owl,
Down syndrome - Unsure,Down syndrome,condition,MONDO Code,condition_description,0008608,Down syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Cardiac surgery for other reason later in life,cardiac surgery,condition,MAXO Code,condition_description,0025001,cardiac surgery,http://purl.obolibrary.org/obo/maxo.owl,
Growth hormone deficiency,Decreased response to growth hormone stimulation test,condition,HPO Code,condition_description,0000824,Decreased response to growth hormone stimulation test,http://purl.obolibrary.org/obo/hp.owl,
Growth hormone deficiency,isolated congenital growth hormone deficiency,condition,MONDO Code,condition_description,0000050,isolated congenital growth hormone deficiency,http://purl.obolibrary.org/obo/mondo.owl,
Anxiety disorder,Anxiety,condition,HPO Code,condition_description,0000739,Anxiety,http://purl.obolibrary.org/obo/hp.owl,
Anxiety disorder,anxiety,condition,MONDO Code,condition_description,0011918,anxiety,http://purl.obolibrary.org/obo/mondo.owl,
Vitiligo (white patches of skin without any pigment),Vitiligo,condition,HPO Code,condition_description,0001045,Vitiligo,http://purl.obolibrary.org/obo/hp.owl,
Vitiligo (white patches of skin without any pigment),vitiligo,condition,MONDO Code,condition_description,0008661,vitiligo,http://purl.obolibrary.org/obo/mondo.owl,
Eating disorder,eating disorder,condition,MONDO Code,condition_description,0005451,eating disorder,http://purl.obolibrary.org/obo/mondo.owl,
Mosaic trisomy 21,mosaic trisomy 21,condition,MONDO Code,condition_description,0700127,mosaic trisomy 21,http://purl.obolibrary.org/obo/mondo.owl,
Diagnosed with mild cognitive decline or mild cognitive impairment,Mental deterioration,condition,HPO Code,condition_description,0001268,Mental deterioration,http://purl.obolibrary.org/obo/hp.owl,
"Presbyopia (""old eyes"" requiring magnifying lenses or reading glasses)",presbyopia,condition,MONDO Code,condition_description,0001330,presbyopia,http://purl.obolibrary.org/obo/mondo.owl,
Stroke,Stroke,condition,HPO Code,condition_description,0001297,Stroke,http://purl.obolibrary.org/obo/hp.owl,
Stroke,stroke disorder,condition,MONDO Code,condition_description,0005098,stroke disorder,http://purl.obolibrary.org/obo/mondo.owl,
Regression (loss of previously stable functional skills),Developmental regression,condition,HPO Code,condition_description,0002376,Developmental regression,http://purl.obolibrary.org/obo/hp.owl,
Other mental health condition(s) diagnosed,Behavioral abnormality,condition,HPO Code,condition_description,0000708,Behavioral abnormality,http://purl.obolibrary.org/obo/hp.owl,
Other mental health condition(s) diagnosed,psychiatric disorder,condition,MONDO Code,condition_description,0002025,psychiatric disorder,http://purl.obolibrary.org/obo/mondo.owl,
Glaucoma,Glaucoma,condition,HPO Code,condition_description,0000501,Glaucoma,http://purl.obolibrary.org/obo/hp.owl,
Glaucoma,glaucoma (disease),condition,MONDO Code,condition_description,0005041,glaucoma,http://purl.obolibrary.org/obo/mondo.owl,
Systemic Lupus Erythematosus (SLE) or other autoimmune disease,Autoimmunity,condition,HPO Code,condition_description,0002960,Autoimmunity,http://purl.obolibrary.org/obo/hp.owl,
Systemic Lupus Erythematosus (SLE) or other autoimmune disease,autoimmune disease,condition,MONDO Code,condition_description,0007179,autoimmune disease,http://purl.obolibrary.org/obo/mondo.owl,
Panic attacks,Panic attack,condition,HPO Code,condition_description,0025269,Panic attack,http://purl.obolibrary.org/obo/hp.owl,
Panic attacks,panic disorder,condition,MONDO Code,condition_description,0005383,panic disorder,http://purl.obolibrary.org/obo/mondo.owl,
Cerebral palsy,Cerebral palsy,condition,HPO Code,condition_description,0100021,Cerebral palsy,http://purl.obolibrary.org/obo/hp.owl,
Cerebral palsy,cerebral palsy,condition,MONDO Code,condition_description,0006497,cerebral palsy,http://purl.obolibrary.org/obo/mondo.owl,
Down syndrome - Not tested,Down syndrome,condition,MONDO Code,condition_description,0008608,Down syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Precocious/early puberty,Precocious puberty,condition,HPO Code,condition_description,0000826,Precocious puberty,http://purl.obolibrary.org/obo/hp.owl,
Precocious/early puberty,precocious puberty,condition,MONDO Code,condition_description,0000088,precocious puberty,http://purl.obolibrary.org/obo/mondo.owl,
Hypoglycemia (low blood sugar),Hypoglycemia,condition,HPO Code,condition_description,0001943,Hypoglycemia,http://purl.obolibrary.org/obo/hp.owl,
Hypoglycemia (low blood sugar),hypoglycemia,condition,MONDO Code,condition_description,0004946,hypoglycemia,http://purl.obolibrary.org/obo/mondo.owl,
"Metabolic syndrome (combination of at least 2-3 of the following: high blood pressure, high blood sugar, unhealthy cholesterol levels, and increased abdominal fat)",abdominal obesity-metabolic syndrome,condition,MONDO Code,condition_description,0000816,abdominal obesity-metabolic syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Calcium deficiency,Hypocalcemia,condition,HPO Code,condition_description,0002901,Hypocalcemia,http://purl.obolibrary.org/obo/hp.owl,
Bipolar/manic depression,Bipolar affective disorder,condition,HPO Code,condition_description,0007302,Bipolar affective disorder,http://purl.obolibrary.org/obo/hp.owl,
Bipolar/manic depression,bipolar disorder,condition,MONDO Code,condition_description,0004985,bipolar disorder,http://purl.obolibrary.org/obo/mondo.owl,
Schizophrenia,Schizophrenia,condition,HPO Code,condition_description,0100753,Schizophrenia,http://purl.obolibrary.org/obo/hp.owl,
Schizophrenia,schizophrenia,condition,MONDO Code,condition_description,0005090,schizophrenia,http://purl.obolibrary.org/obo/mondo.owl,
Exhibiting early signs of dementia or loss of skills that are being monitored,Mental deterioration,condition,HPO Code,condition_description,0001268,Mental deterioration,http://purl.obolibrary.org/obo/hp.owl,
Blindness,Blindness,condition,HPO Code,condition_description,0000618,Blindness,http://purl.obolibrary.org/obo/hp.owl,
Blindness,blindness (disorder),condition,MONDO Code,condition_description,0001941,blindness (disorder),http://purl.obolibrary.org/obo/mondo.owl,
Retinal detachment,Retinal detachment,condition,HPO Code,condition_description,0000541,Retinal detachment,http://purl.obolibrary.org/obo/hp.owl,
Retinal detachment,retinal detachment,condition,MONDO Code,condition_description,0008375,retinal detachment,http://purl.obolibrary.org/obo/mondo.owl,
Other corneal problem or keratoconus (eye covering is cone-shaped and causes double vision),Abnormal cornea morphology,condition,HPO Code,condition_description,0000481,Abnormal cornea morphology,http://purl.obolibrary.org/obo/hp.owl,
Other corneal problem or keratoconus (eye covering is cone-shaped and causes double vision),corneal disorder,condition,MONDO Code,condition_description,0000942,corneal disorder,http://purl.obolibrary.org/obo/mondo.owl,
Low testosterone,Decreased serum testosterone concentration,condition,HPO Code,condition_description,0040171,Decreased serum testosterone concentration,http://purl.obolibrary.org/obo/hp.owl,
Adjustment disorder,adjustment disorder,condition,MONDO Code,condition_description,0003265,adjustment disorder,http://purl.obolibrary.org/obo/mondo.owl,
Suicidal thoughts or plans,Suicidal ideation,condition,HPO Code,condition_description,0031589,Suicidal ideation,http://purl.obolibrary.org/obo/hp.owl,
Partial Trisomy 21 (only a part of chromosome 21 is present in 3 copies),partial segmental duplication,condition,MONDO Code,condition_description,0700130,partial segmental duplication,http://purl.obolibrary.org/obo/mondo.owl,
Mosaic Translocation Down syndrome,mosaic translocation Down syndrome,condition,MONDO Code,condition_description,0700129,mosaic translocation Down syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Addiction,Addictive behavior,condition,HPO Code,condition_description,0030858,Addictive behavior,http://purl.obolibrary.org/obo/hp.owl,
Addiction,substance-related disorder,condition,MONDO Code,condition_description,0002494,substance-related disorder,http://purl.obolibrary.org/obo/mondo.owl,
Intermittent explosive disorder,intermittent explosive disorder,condition,MONDO Code,condition_description,0001521,intermittent explosive disorder,http://purl.obolibrary.org/obo/mondo.owl,
High cortisol,Increased circulating cortisol level,condition,HPO Code,condition_description,0003118,Increased circulating cortisol level,http://purl.obolibrary.org/obo/hp.owl,
Diagnosed with testicular cancer (for males),Testicular neoplasm,condition,HPO Code,condition_description,0010788,Testicular neoplasm,http://purl.obolibrary.org/obo/hp.owl,
Diagnosed with testicular cancer (for males),testicular cancer,condition,MONDO Code,condition_description,0005447,testicular cancer,http://purl.obolibrary.org/obo/mondo.owl,
Diagnosed with other forms of cancer,Neoplasm,condition,HPO Code,condition_description,0002664,Neoplasm,http://purl.obolibrary.org/obo/hp.owl,
Diagnosed with other forms of cancer,cancer,condition,MONDO Code,condition_description,0004992,cancer,http://purl.obolibrary.org/obo/mondo.owl,
Diagnosed with breast cancer,Breast carcinoma,condition,HPO Code,condition_description,0003002,Breast carcinoma,http://purl.obolibrary.org/obo/hp.owl,
Diagnosed with breast cancer,breast cancer,condition,MONDO Code,condition_description,0007254,breast cancer,http://purl.obolibrary.org/obo/mondo.owl,
Diagnosed with cervical cancer (for females),Cervix cancer,condition,HPO Code,condition_description,0030079,Cervix cancer,http://purl.obolibrary.org/obo/hp.owl,
Diagnosed with cervical cancer (for females),cervical cancer,condition,MONDO Code,condition_description,0002974,cervical cancer,http://purl.obolibrary.org/obo/mondo.owl,
Cushing's disease,Increased circulating cortisol level,condition,HPO Code,condition_description,0003118,Increased circulating cortisol level,http://purl.obolibrary.org/obo/hp.owl,
Cushing's disease,Cushing syndrome,condition,MONDO Code,condition_description,0018912,Cushing syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Has the participant ever been diagnosed with COVID-19 (novel coronavirus disease)? - Yes,COVID-19,condition,MONDO Code,condition_description,0100096,COVID-19,http://purl.obolibrary.org/obo/mondo.owl,
"Hypothyroidism (low thyroid function); high TSH, low T4 levels",Hypothyroidism,condition,HPO Code,condition_description,0000821,Hypothyroidism,http://purl.obolibrary.org/obo/hp.owl,
"Hypothyroidism (low thyroid function); high TSH, low T4 levels",hypothyroidism,condition,MONDO Code,condition_description,0005420,hypothyroidism,http://purl.obolibrary.org/obo/mondo.owl,
Ventricular septal defect (VSD),Ventricular septal defect,condition,HPO Code,condition_description,0001629,Ventricular septal defect,http://purl.obolibrary.org/obo/hp.owl,
Ventricular septal defect (VSD),ventricular septal defect (disease),condition,MONDO Code,condition_description,0002070,ventricular septal defect,http://purl.obolibrary.org/obo/mondo.owl,
Other congenital heart defect(s) diagnosed,Abnormal heart morphology,condition,HPO Code,condition_description,0001627,Abnormal heart morphology,http://purl.obolibrary.org/obo/hp.owl,
Other congenital heart defect(s) diagnosed,congenital heart disease,condition,MONDO Code,condition_description,0005453,congenital heart disease,http://purl.obolibrary.org/obo/mondo.owl,
"Hyperthyroidism (overactive thyroid); low TSH, high T4 levels",Hyperthyroidism,condition,HPO Code,condition_description,0000836,Hyperthyroidism,http://purl.obolibrary.org/obo/hp.owl,
"Hyperthyroidism (overactive thyroid); low TSH, high T4 levels",hyperthyroidism,condition,MONDO Code,condition_description,0004425,hyperthyroidism,http://purl.obolibrary.org/obo/mondo.owl,
Chronic constipation,Chronic constipation,condition,HPO Code,condition_description,0012450,Chronic constipation,http://purl.obolibrary.org/obo/hp.owl,
Chronic constipation,constipation disorder,condition,MONDO Code,condition_description,0002203,constipation disorder,http://purl.obolibrary.org/obo/mondo.owl,
Celiac disease (gluten or wheat intolerance),Celiac disease,condition,HPO Code,condition_description,0002608,Celiac disease,http://purl.obolibrary.org/obo/hp.owl,
Celiac disease (gluten or wheat intolerance),celiac disease,condition,MONDO Code,condition_description,0005130,celiac disease,http://purl.obolibrary.org/obo/mondo.owl,
Sleep apnea,Sleep apnea,condition,HPO Code,condition_description,0010535,Sleep apnea,http://purl.obolibrary.org/obo/hp.owl,
Sleep apnea,sleep apnea syndrome,condition,MONDO Code,condition_description,0005296,sleep apnea syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Atrial septal defect (ASD),Atrial septal defect,condition,HPO Code,condition_description,0001631,Atrial septal defect,http://purl.obolibrary.org/obo/hp.owl,
Atrial septal defect (ASD),atrial septal defect,condition,MONDO Code,condition_description,0006664,atrial septal defect,http://purl.obolibrary.org/obo/mondo.owl,
Positive thyroglobulin or thyroid peroxidase (TPO) antibodies,Autoimmune antibody positivity,condition,HPO Code,condition_description,0030057,Autoimmune antibody positivity,http://purl.obolibrary.org/obo/hp.owl,
Atrioventricular septal defect (or AV canal defect),Atrioventricular canal defect,condition,HPO Code,condition_description,0006695,Atrioventricular canal defect,http://purl.obolibrary.org/obo/hp.owl,
Atrioventricular septal defect (or AV canal defect),atrioventricular septal defect,condition,MONDO Code,condition_description,0020290,atrioventricular septal defect,http://purl.obolibrary.org/obo/mondo.owl,
Arthritis,Arthritis,condition,HPO Code,condition_description,0001369,Arthritis,http://purl.obolibrary.org/obo/hp.owl,
Arthritis,arthritic joint disease,condition,MONDO Code,condition_description,0005578,arthritic joint disease,http://purl.obolibrary.org/obo/mondo.owl,
Tetralogy of Fallot,Tetralogy of Fallot,condition,HPO Code,condition_description,0001636,Tetralogy of Fallot,http://purl.obolibrary.org/obo/hp.owl,
Tetralogy of Fallot,tetralogy of fallot,condition,MONDO Code,condition_description,0008542,tetralogy of fallot,http://purl.obolibrary.org/obo/mondo.owl,
Other sleep problem(s) diagnosed,Sleep disturbance,condition,HPO Code,condition_description,0002360,Sleep disturbance,http://purl.obolibrary.org/obo/hp.owl,
Other sleep problem(s) diagnosed,sleep disorder,condition,MONDO Code,condition_description,0100081,sleep disorder,http://purl.obolibrary.org/obo/mondo.owl,
"Subclinical or compensated hypothyroidism (hyperthyrotropinemia); high TSH, normal T4 levels",Compensated hypothyroidism,condition,HPO Code,condition_description,0008223,Compensated hypothyroidism,http://purl.obolibrary.org/obo/hp.owl,
"Subclinical or compensated hypothyroidism (hyperthyrotropinemia); high TSH, normal T4 levels",hypothyroidism,condition,MONDO Code,condition_description,0005420,hypothyroidism,http://purl.obolibrary.org/obo/mondo.owl,
Inflammatory bowel disease (Crohn's disease or ulcerative colitis),Gastrointestinal inflammation,condition,HPO Code,condition_description,0004386,Gastrointestinal inflammation,http://purl.obolibrary.org/obo/hp.owl,
Inflammatory bowel disease (Crohn's disease or ulcerative colitis),inflammatory bowel disease,condition,MONDO Code,condition_description,0005265,inflammatory bowel disease,http://purl.obolibrary.org/obo/mondo.owl,
Gastroesophageal reflux (GERD; acid reflux),Gastroesophageal reflux,condition,HPO Code,condition_description,0002020,Gastroesophageal reflux,http://purl.obolibrary.org/obo/hp.owl,
Gastroesophageal reflux (GERD; acid reflux),gastroesophageal reflux disease,condition,MONDO Code,condition_description,0007186,gastroesophageal reflux disease,http://purl.obolibrary.org/obo/mondo.owl,
Other skeletal problem(s) diagnosed,Abnormality of the skeletal system,condition,HPO Code,condition_description,0000924,Abnormality of the skeletal system,http://purl.obolibrary.org/obo/hp.owl,
Other skeletal problem(s) diagnosed,skeletal system disorder,condition,MONDO Code,condition_description,0005172,skeletal system disorder,http://purl.obolibrary.org/obo/mondo.owl,
Atlanto-axial instability or (neck spine is weak or unstable),Atlantoaxial instability,condition,HPO Code,condition_description,0003467,Atlantoaxial instability,http://purl.obolibrary.org/obo/hp.owl,
"Duodenal atresia, stenosis or web (blockage or narrowing of intestines beyond the stomach)",Abnormal duodenum morphology,condition,HPO Code,condition_description,0002246,Abnormal duodenum morphology,http://purl.obolibrary.org/obo/hp.owl,
"Duodenal atresia, stenosis or web (blockage or narrowing of intestines beyond the stomach)",duodenal atresia (disease),condition,MONDO Code,condition_description,0009126,duodenal atresia,http://purl.obolibrary.org/obo/mondo.owl,
Sleep-disordered breathing,sleep apnea syndrome,condition,MONDO Code,condition_description,0005296,sleep apnea syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Other feeding problem,Feeding difficulties,condition,HPO Code,condition_description,0011968,Feeding difficulties,http://purl.obolibrary.org/obo/hp.owl,
Patent Ductus Arteriosus (PDA),Patent ductus arteriosus,condition,HPO Code,condition_description,0001643,Patent ductus arteriosus,http://purl.obolibrary.org/obo/hp.owl,
Patent Ductus Arteriosus (PDA),patent ductus arteriosus,condition,MONDO Code,condition_description,0011827,patent ductus arteriosus,http://purl.obolibrary.org/obo/mondo.owl,
Irritable bowel syndrome (IBS),irritable bowel syndrome,condition,MONDO Code,condition_description,0005052,irritable bowel syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Fractures (broken bones),Bone fracture,condition,HPO Code,condition_description,0020110,Bone fracture,http://purl.obolibrary.org/obo/hp.owl,
Fractures (broken bones),bone fracture,condition,MONDO Code,condition_description,0005315,bone fracture,http://purl.obolibrary.org/obo/mondo.owl,
Patent Foramen Ovale (PFO),Patent foramen ovale,condition,HPO Code,condition_description,0001655,Patent foramen ovale,http://purl.obolibrary.org/obo/hp.owl,
Patent Foramen Ovale (PFO),patent foramen ovale (disease),condition,MONDO Code,condition_description,0020439,patent foramen ovale,http://purl.obolibrary.org/obo/mondo.owl,
Hashimoto thyroiditis (immune system attacks thyroid gland which stops making T4),Hashimoto thyroiditis,condition,HPO Code,condition_description,0000872,Hashimoto thyroiditis,http://purl.obolibrary.org/obo/hp.owl,
Hashimoto thyroiditis (immune system attacks thyroid gland which stops making T4),Hashimoto thyroiditis,condition,MONDO Code,condition_description,0007699,Hashimoto thyroiditis,http://purl.obolibrary.org/obo/mondo.owl,
Snoring,Snoring,condition,HPO Code,condition_description,0025267,Snoring,http://purl.obolibrary.org/obo/hp.owl,
Hemorrhoids,Hemorrhoids,condition,HPO Code,condition_description,0032551,Hemorrhoids,http://purl.obolibrary.org/obo/hp.owl,
Hemorrhoids,hemorrhoid,condition,MONDO Code,condition_description,0004872,hemorrhoid,http://purl.obolibrary.org/obo/mondo.owl,
Pyloric stenosis (blockage of intestines just below the stomach causing projectile vomiting in newborns),Pyloric stenosis,condition,HPO Code,condition_description,0002021,Pyloric stenosis,http://purl.obolibrary.org/obo/hp.owl,
Pyloric stenosis (blockage of intestines just below the stomach causing projectile vomiting in newborns),pyloric stenosis (disease),condition,MONDO Code,condition_description,0001561,pyloric stenosis,http://purl.obolibrary.org/obo/mondo.owl,
Insomnia (difficulty falling asleep or staying asleep),Insomnia,condition,HPO Code,condition_description,0100785,Insomnia,http://purl.obolibrary.org/obo/hp.owl,
Insomnia (difficulty falling asleep or staying asleep),insomnia,condition,MONDO Code,condition_description,0013600,insomnia,http://purl.obolibrary.org/obo/mondo.owl,
Other thyroid condition(s) diagnosed,Abnormality of the thyroid gland,condition,HPO Code,condition_description,0000820,Abnormality of the thyroid gland,http://purl.obolibrary.org/obo/hp.owl,
Other thyroid condition(s) diagnosed,thyroid disease,condition,MONDO Code,condition_description,0003240,thyroid gland disorder,http://purl.obolibrary.org/obo/mondo.owl,
Hirschsprung disease (the gut doesn't move the stool and becomes enlarged inside),Aganglionic megacolon,condition,HPO Code,condition_description,0002251,Aganglionic megacolon,http://purl.obolibrary.org/obo/hp.owl,
Hirschsprung disease (the gut doesn't move the stool and becomes enlarged inside),Hirschsprung disease,condition,MONDO Code,condition_description,0018309,Hirschsprung disease,http://purl.obolibrary.org/obo/mondo.owl,
Chronic diarrhea,Chronic diarrhea,condition,HPO Code,condition_description,0002028,Chronic diarrhea,http://purl.obolibrary.org/obo/hp.owl,
Chronic diarrhea,chronic diarrheal disease,condition,MONDO Code,condition_description,0044751,chronic diarrheal disease,http://purl.obolibrary.org/obo/mondo.owl,
"Osteoporosis (weak, brittle bones that are easy to break)",Osteoporosis,condition,HPO Code,condition_description,0000939,Osteoporosis,http://purl.obolibrary.org/obo/hp.owl,
"Osteoporosis (weak, brittle bones that are easy to break)",osteoporosis,condition,MONDO Code,condition_description,0005298,osteoporosis,http://purl.obolibrary.org/obo/mondo.owl,
Gallstones,Cholelithiasis,condition,HPO Code,condition_description,0001081,Cholelithiasis,http://purl.obolibrary.org/obo/hp.owl,
Gallstones,gallstones,condition,MONDO Code,condition_description,0005346,gallstones,http://purl.obolibrary.org/obo/mondo.owl,
Dysphagia (difficulty swallowing),Dysphagia,condition,HPO Code,condition_description,0002015,Dysphagia,http://purl.obolibrary.org/obo/hp.owl,
Restless legs syndrome,Restless legs,condition,HPO Code,condition_description,0012452,Restless legs,http://purl.obolibrary.org/obo/hp.owl,
Restless legs syndrome,restless legs syndrome,condition,MONDO Code,condition_description,0005391,restless legs syndrome,http://purl.obolibrary.org/obo/mondo.owl,
Excessive daytime sleepiness,Excessive daytime somnolence,condition,HPO Code,condition_description,0001262,Excessive daytime somnolence,http://purl.obolibrary.org/obo/hp.owl,
Osteopenia (low bone mineral density),Osteopenia,condition,HPO Code,condition_description,0000938,Osteopenia,http://purl.obolibrary.org/obo/hp.owl,
Esophageal atresia (swallowing tube is blocked) or tracheoesophageal fistula (swallowing tube connects to windpipe),Abnormal esophagus morphology,condition,HPO Code,condition_description,0002031,Abnormal esophagus morphology,http://purl.obolibrary.org/obo/hp.owl,
Esophageal atresia (swallowing tube is blocked) or tracheoesophageal fistula (swallowing tube connects to windpipe),esophageal atresia/tracheoesophageal fistula,condition,MONDO Code,condition_description,0008586,esophageal atresia/tracheoesophageal fistula,http://purl.obolibrary.org/obo/mondo.owl,
"Aspiration (inhalation of oral secretions, food, water, or gastric contents into the lower airways, which can lead to pneumonia)",Aspiration,condition,HPO Code,condition_description,0002835,Aspiration,http://purl.obolibrary.org/obo/hp.owl,
Anal stenosis/atresia (blockage of intestines near the anus where the stool comes out),Abnormality of the anus,condition,HPO Code,condition_description,0004378,Abnormality of the anus,http://purl.obolibrary.org/obo/hp.owl,
Anal stenosis/atresia (blockage of intestines near the anus where the stool comes out),imperforate anus,condition,MONDO Code,condition_description,0001046,imperforate anus,http://purl.obolibrary.org/obo/mondo.owl,
Cervical spine degeneration (pain or numbness in the neck or extremities from weakness in the neck bones),cervical disc degenerative disorder,condition,MONDO Code,condition_description,0044343,cervical disc degenerative disorder,http://purl.obolibrary.org/obo/mondo.owl,
Diverticulitis or diverticulosis,Bowel diverticulosis,condition,HPO Code,condition_description,0005222,Bowel diverticulosis,http://purl.obolibrary.org/obo/hp.owl,
Diverticulitis or diverticulosis,diverticulitis,condition,MONDO Code,condition_description,0004235,diverticulitis,http://purl.obolibrary.org/obo/mondo.owl,
Other gastrointestinal condition(s) diagnosed,Abnormality of the gastrointestinal tract,condition,HPO Code,condition_description,0011024,Abnormality of the gastrointestinal tract,http://purl.obolibrary.org/obo/hp.owl,
Other gastrointestinal condition(s) diagnosed,digestive system disease,condition,MONDO Code,condition_description,0004335,digestive system disorder,http://purl.obolibrary.org/obo/mondo.owl,
Peptic ulcers,Peptic ulcer,condition,HPO Code,condition_description,0004398,Peptic ulcer,http://purl.obolibrary.org/obo/hp.owl,
Peptic ulcers,peptic ulcer disease,condition,MONDO Code,condition_description,0004247,peptic ulcer disease,http://purl.obolibrary.org/obo/mondo.owl,
Positive antimicrosomal antibodies,Anti-thyroid peroxidase antibody positivity,condition,HPO Code,condition_description,0025379,Anti-thyroid peroxidase antibody positivity,http://purl.obolibrary.org/obo/hp.owl,
Narcolepsy,Narcolepsy,condition,HPO Code,condition_description,0030050,Narcolepsy,http://purl.obolibrary.org/obo/hp.owl,
Narcolepsy,narcolepsy,condition,MONDO Code,condition_description,0021107,narcolepsy,http://purl.obolibrary.org/obo/mondo.owl,
Has the participant ever been diagnosed with a thyroid condition? - Yes,Abnormality of the thyroid gland,condition,HPO Code,condition_description,0000820,Abnormality of the thyroid gland,http://purl.obolibrary.org/obo/hp.owl,
Has the participant ever been diagnosed with a thyroid condition? - Yes,thyroid disease,condition,MONDO Code,condition_description,0003240,thyroid gland disorder,http://purl.obolibrary.org/obo/mondo.owl,
Has the participant been diagnosed with a congenital heart defect (a birth defect of the heart)? - Yes,Abnormal heart morphology,condition,HPO Code,condition_description,0001627,Abnormal heart morphology,http://purl.obolibrary.org/obo/hp.owl,
Has the participant been diagnosed with a congenital heart defect (a birth defect of the heart)? - Yes,congenital heart disease,condition,MONDO Code,condition_description,0005453,congenital heart disease,http://purl.obolibrary.org/obo/mondo.owl,
Has the participant ever been diagnosed with any gastrointestinal (gut or intestinal) conditions? - Yes,Abnormality of the gastrointestinal tract,condition,HPO Code,condition_description,0011024,Abnormality of the gastrointestinal tract,http://purl.obolibrary.org/obo/hp.owl,
Has the participant ever been diagnosed with any gastrointestinal (gut or intestinal) conditions? - Yes,digestive system disease,condition,MONDO Code,condition_description,0004335,digestive system disorder,http://purl.obolibrary.org/obo/mondo.owl,
Has the participant ever been diagnosed with any sleep problems? - Yes,Sleep disturbance,condition,HPO Code,condition_description,0002360,Sleep disturbance,http://purl.obolibrary.org/obo/hp.owl,
Has the participant ever been diagnosed with any sleep problems? - Yes,sleep disorder,condition,MONDO Code,condition_description,0100081,sleep disorder,http://purl.obolibrary.org/obo/mondo.owl,
Has the participant ever been diagnosed with a skeletal problem (problems with the bones or joints)? - Yes,Abnormality of the skeletal system,condition,HPO Code,condition_description,0000924,Abnormality of the skeletal system,http://purl.obolibrary.org/obo/hp.owl,
Has the participant ever been diagnosed with a skeletal problem (problems with the bones or joints)? - Yes,skeletal system disorder,condition,MONDO Code,condition_description,0005172,skeletal system disorder,http://purl.obolibrary.org/obo/mondo.owl,
